Class,Sitename,DN,WL,Slope,Level,Irrad,Aspect
遺跡,緑町２遺跡,20,80.6225738525391,3.46791124343872,10.2301502227783,5216.18798828125,北
遺跡,緑町３遺跡,30,230,1.19835340976715,7.83811187744141,5216.54931640625,西
遺跡,緑町４遺跡,20,141.421356201172,2.79493808746338,9.85197162628174,5217.25927734375,北
遺跡,緑町５遺跡,20,120.830459594727,19.7466259002686,41.0030555725098,5222.427734375,北
遺跡,緑町６遺跡,10,10,7.42454481124878,25.7958316802979,5198.59130859375,東
遺跡,緑町７遺跡,20,80.6225738525391,2.21960091590881,5.34991788864136,5236.7451171875,北
遺跡,緑町８遺跡,20,192.35383605957,2.2829864025116,5.62225723266602,5236.82568359375,北
遺跡,緑町９遺跡,20,98.4885787963867,18.8418979644775,22.0513439178467,4757.83544921875,北
遺跡,緑町遺跡,20,106.301460266113,10.7269687652588,14.9132051467896,5217.86328125,北
遺跡,蕨野遺跡,20,220.227142333984,2.86059546470642,31.6648902893066,5240.548828125,北
遺跡,ホイド穴遺跡,40,72.1110229492188,29.8605270385742,47.4129524230957,5229.10595703125,南
遺跡,旭丘２遺跡,30,310.161254882812,6.2072958946228,134.471298217773,5263.1806640625,西
遺跡,旭丘遺跡,20,831.68505859375,21.4909114837646,188.02392578125,5274.15380859375,北
遺跡,安野呂２遺跡,40,161.245147705078,15.1942224502563,37.1091918945312,5222.2880859375,南
遺跡,安野呂遺跡,10,351.141021728516,11.1533470153809,34.4105110168457,5222.13623046875,東
遺跡,意養遺跡,30,134.164077758789,16.0376968383789,50.5514221191406,5076.92919921875,西
遺跡,稲見遺跡,20,107.70329284668,1.56666469573975,32.2235679626465,5241.56787109375,北
遺跡,稲倉石岩陰遺跡,40,0,0.928621590137482,188.06396484375,5271.8408203125,南
遺跡,館町２遺跡,40,242.074371337891,1.63235878944397,27.2765445709229,5247.76025390625,南
遺跡,館町３遺跡,10,235.372039794922,10.7878837585449,47.1180763244629,5232.5703125,東
遺跡,館町４遺跡,10,169.705627441406,12.9040441513062,66.8391952514648,5181.91015625,東
遺跡,館町５遺跡,10,116.619033813477,5.85816335678101,74.2740478515625,5236.029296875,東
遺跡,館町遺跡,30,219.317138671875,0.376369416713715,29.7488842010498,5249.0595703125,西
遺跡,共和２遺跡,40,120.415946960449,2.49650931358337,120.93229675293,5259.1328125,南
遺跡,共和３遺跡,30,67.0820388793945,4.97934627532959,134.933227539062,5240.8759765625,西
遺跡,共和遺跡,40,160.312194824219,3.16395664215088,113.312957763672,5257.76904296875,南
遺跡,御蔵岱遺跡,10,50,5.59895658493042,31.709753036499,5227.58447265625,東
遺跡,国分館跡,20,60,1.68834602832794,35.8274612426758,5248.49365234375,北
遺跡,坂の上遺跡,40,170,2.92806339263916,53.0493774414062,5248.3134765625,南
遺跡,社の山遺跡,20,90,7.46556997299194,100.294288635254,5259.3291015625,北
遺跡,松前氏城跡館城跡,20,250,2.15183091163635,55.1153793334961,5254.9404296875,北
遺跡,城岱遺跡,40,438.292114257812,4.34316730499268,44.5194892883301,5252.65966796875,南
遺跡,新栄２遺跡,40,357.770874023438,1.34425485134125,35.5634803771973,5247.9990234375,南
遺跡,新町遺跡,30,277.848876953125,0.35697016119957,8.1057596206665,5222.2060546875,西
遺跡,清水遺跡,30,190,3.79984664916992,71.8890151977539,5225.69677734375,西
遺跡,赤沼遺跡,40,114.017547607422,5.87465953826904,34.5774993896484,5245.52001953125,南
遺跡,相生遺跡,10,130.384048461914,0.411395698785782,150.283187866211,5263.6875,東
遺跡,大丁袋遺跡,30,510,1.50255501270294,73.8161087036133,5253.244140625,西
遺跡,美和２遺跡,20,174.642486572266,14.1211605072021,14.9054040908813,5243.5732421875,北
遺跡,富里４遺跡,40,174.642486572266,22.7719974517822,91.9067459106445,5264.66162109375,南
遺跡,富里Ａ遺跡,10,261.725036621094,4.18070125579834,78.8740005493164,5240.12158203125,東
遺跡,富里Ｂ遺跡,30,183.847778320312,19.4541912078857,66.7841949462891,5087.46240234375,西
遺跡,富里高台遺跡,30,0,8.03791522979736,66.0656051635742,5236.7841796875,西
遺跡,万徳堀遺跡,30,98.4885787963867,8.80997180938721,15.2257328033447,5242.11279296875,西
遺跡,木間内遺跡,30,120.830459594727,1.90305650234222,109.989418029785,5259.07080078125,西
遺跡,目名尻遺跡,30,302.654907226562,12.4939708709717,16.4701175689697,5169.095703125,西
遺跡,六軒町遺跡,20,70,0.660906136035919,30.1201305389404,5247.37841796875,北
遺跡,鶉越２遺跡,30,411.460815429688,3.08482480049133,71.6982040405273,5254.2578125,西
遺跡,鶉越３遺跡,20,304.138122558594,1.89407444000244,46.6202659606934,5249.1064453125,北
遺跡,鶉越４遺跡,20,434.165893554688,7.0802845954895,65.2895355224609,5252.93359375,北
遺跡,鶉越遺跡,40,766.093994140625,18.8099422454834,49.874153137207,5229.5693359375,南
遺跡,鶉町１０遺跡,20,206.1552734375,2.73416996002197,59.2205467224121,5249.1416015625,北
遺跡,鶉町１１遺跡,30,152.315460205078,1.37609815597534,66.7251510620117,5250.26806640625,西
遺跡,鶉町１２遺跡,20,464.865570068359,8.43784523010254,90.4425659179688,5256.43896484375,北
遺跡,鶉町１３遺跡,30,180.277557373047,2.66861271858215,70.2468490600586,5252.32373046875,西
遺跡,鶉町１４遺跡,40,243.515914916992,0.605051755905151,90.1056671142578,5257.39404296875,南
遺跡,鶉町２遺跡,30,268.700592041016,5.33777713775635,50.8180274963379,5229.0029296875,西
遺跡,鶉町３遺跡,20,578.013854980469,5.21300172805786,59.0811614990234,5250.36572265625,北
遺跡,鶉町４遺跡,30,665.732666015625,2.07126927375793,82.1067962646484,5257.07568359375,西
遺跡,鶉町５遺跡,40,70.7106781005859,4.67070293426514,47.4494895935059,5227.61181640625,南
遺跡,鶉町６遺跡,30,22.3606796264648,17.9220008850098,58.2750663757324,4942.1923828125,西
遺跡,鶉町７遺跡,40,100,3.27789497375488,72.993522644043,5253.634765625,南
遺跡,鶉町８遺跡,40,108.166542053223,1.52179896831512,30.4444847106934,5245.11181640625,南
遺跡,鶉町遺跡,20,328.937683105469,3.70867562294006,57.5767593383789,5250.93310546875,北
遺跡,タコ穴遺跡,40,133.416641235352,1.69808530807495,8.4060583114624,5238.26416015625,南
遺跡,越前遺跡,40,490,26.9160270690918,24.5833129882812,5242.31298828125,南
遺跡,鴎島遺跡,10,1126.98718261719,4.46594619750977,24.6591510772705,5250.43798828125,東
遺跡,下小黒部遺跡,40,300.166625976562,8.25985527038574,12.6045770645142,5241.525390625,南
遺跡,蝦夷館遺跡,20,70.7106781005859,17.4097003936768,58.7786712646484,5256.36962890625,北
遺跡,開陽丸,0,646.219787597656,0,0,5245.80224609375,
遺跡,五厘沢４遺跡,20,1176.86022949219,5.3500337600708,21.599048614502,5240.619140625,北
遺跡,五厘沢Ａ遺跡,40,230.21728515625,34.4906120300293,31.4429550170898,5243.84375,南
遺跡,五厘沢Ｂ遺跡,30,334.215515136719,7.05222749710083,18.4485549926758,5198.9794921875,西
遺跡,五厘沢Ｃ遺跡,30,178.885437011719,1.76413571834564,10.4415197372437,5238.548828125,西
遺跡,五厘沢Ｄ遺跡,30,192.093734741211,4.4915828704834,8.69397068023682,5239.6484375,西
遺跡,五厘沢Ｅ遺跡,30,248.39485168457,6.01222944259644,11.9622859954834,5218.306640625,西
遺跡,五厘沢Ｆ遺跡,10,291.547607421875,2.38565802574158,11.0297088623047,5238.6298828125,東
遺跡,五厘沢Ｇ遺跡,10,1019.65686035156,1.55253064632416,20.583194732666,5220.1328125,東
遺跡,五厘沢Ｈ遺跡,40,765.50634765625,11.0299577713013,24.2918872833252,5241.02001953125,南
遺跡,五厘沢Ｉ遺跡,40,866.833374023438,5.73256635665894,20.6614284515381,5240.5322265625,南
遺跡,五厘沢Ｊ遺跡,40,989.545349121094,4.77391529083252,18.5680828094482,5241.1611328125,南
遺跡,五厘沢Ｋ遺跡,40,1058.01708984375,3.59911036491394,18.9040946960449,5241.26806640625,南
遺跡,砂坂遺跡,10,652.993103027344,36.4094429016113,35.3504981994629,4937.51171875,東
遺跡,山崎遺跡,10,202.237487792969,0.759771168231964,8.28254413604736,5238.71826171875,東
遺跡,寺小町遺跡,20,92.195442199707,7.17174100875854,18.4728927612305,4945.78271484375,北
遺跡,小黒部２遺跡,30,111.803398132324,2.69518065452576,10.2165508270264,5240.91943359375,西
遺跡,小黒部３遺跡,40,308.868896484375,18.4166965484619,23.1876106262207,5243.59619140625,南
遺跡,小黒部遺跡,40,559.464050292969,7.8962721824646,20.1511840820312,5222.44189453125,南
遺跡,新栄町遺跡,40,114.017547607422,1.49069607257843,8.22040176391602,5248.11669921875,南
遺跡,川尻遺跡,10,410.121917724609,3.3920156955719,8.79655456542969,5241.41845703125,東
遺跡,大谷地遺跡,30,94.3398132324219,7.22001457214355,16.2167587280273,5219.9921875,西
遺跡,中歌遺跡,30,80,5.53999757766724,8.50893783569336,5078.56689453125,西
遺跡,田沢２遺跡,40,102.95630645752,3.54160857200623,33.5557174682617,5249.56787109375,南
遺跡,田沢遺跡,30,308.058441162109,12.7346954345703,48.915454864502,5177.03173828125,西
遺跡,田沢野遺跡,20,1287.2451171875,5.55644464492798,30.8452529907227,5246.62451171875,北
遺跡,東山遺跡,10,359.026458740234,6.47537803649902,96.1095581054688,5222.01416015625,東
遺跡,椴川Ａ遺跡,20,311.4482421875,7.37653827667236,17.2758750915527,5254.19873046875,北
遺跡,椴川Ｂ遺跡,10,190.262985229492,2.84972238540649,10.235767364502,5252.7001953125,東
遺跡,椴川Ｃ遺跡,40,56.5685424804688,2.38228750228882,10.70849609375,5253.943359375,南
遺跡,椴川Ｄ遺跡,20,416.173065185547,20.4201583862305,28.8851146697998,5234.81787109375,北
遺跡,馬窪野遺跡,10,370,2.84240412712097,10.9649438858032,5241.9931640625,東
遺跡,馬場遺跡,40,201.246109008789,6.02074003219604,104.57447052002,5267.88916015625,南
遺跡,柏町遺跡,30,111.803398132324,8.30100154876709,19.3434257507324,5232.6640625,西
遺跡,泊３遺跡,10,148.660690307617,19.4856910705566,39.8005676269531,4636.818359375,東
遺跡,泊４遺跡,30,90.5538558959961,18.8263740539551,35.7292594909668,5080.80712890625,西
遺跡,泊５遺跡,20,201.246109008789,13.1785936355591,60.1623802185059,5255.20068359375,北
遺跡,泊６遺跡,20,201.246109008789,13.1785936355591,60.1623802185059,5255.20068359375,北
遺跡,泊７遺跡,30,350.142822265625,5.60878801345825,54.4773101806641,5254.458984375,西
遺跡,泊８遺跡,30,602.079711914062,9.26628971099854,33.5732841491699,5080.71826171875,西
遺跡,泊A遺跡,20,108.166542053223,16.2772750854492,23.6874408721924,5172.0537109375,北
遺跡,泊B遺跡,30,164.924224853516,11.5954990386963,19.7010021209717,5078.52783203125,西
遺跡,泊館跡,40,223.606796264648,20.6238784790039,48.3314933776855,5253.80078125,南
遺跡,尾山遺跡,20,201.246109008789,13.1785936355591,60.1623802185059,5255.20068359375,北
遺跡,伏木戸２遺跡,30,935.36083984375,8.21172714233398,50.6271018981934,5231.4873046875,西
遺跡,伏木戸３遺跡,40,1189.62182617188,4.81793689727783,29.0841941833496,5247.3154296875,南
遺跡,伏木戸遺跡,30,1060.04711914062,4.99902057647705,42.896240234375,5229.70556640625,西
遺跡,戊辰の役戦死者の墳墓,20,313.847106933594,4.54235076904297,67.8275299072266,5258.91796875,北
遺跡,法花寺坂貝塚,20,283.196044921875,13.6195678710938,15.9462041854858,5152.783203125,北
遺跡,豊川町遺跡,20,20,4.41987943649292,19.6636333465576,5249.3388671875,北
遺跡,茂尻Ｂ遺跡,20,20,5.01183366775513,19.0186786651611,5251.4462890625,北
遺跡,茂尻Ｃ遺跡,20,120.415946960449,5.08249425888062,31.2417335510254,5233.28857421875,北
遺跡,茂尻遺跡,30,14.1421356201172,3.81122708320618,18.3719310760498,5251.4150390625,西
遺跡,柳崎２遺跡,40,56.5685424804688,0.415313959121704,5.67856311798096,5241.80908203125,南
遺跡,柳崎３遺跡,40,110,1.53988254070282,2.60335683822632,5241.84765625,南
遺跡,柳崎遺跡,20,212.132034301758,2.603764295578,4.62238931655884,5240.53173828125,北
遺跡,緑丘遺跡,40,202.484573364258,8.8698902130127,101.836357116699,5266.763671875,南
遺跡,鰔川遺跡,40,98.4885787963867,16.6465034484863,20.6904525756836,5240.77978515625,南
遺跡,鰔川西遺跡,40,344.383514404297,10.2248163223267,20.9724197387695,5240.9716796875,南
遺跡,お浪沢Ａ遺跡,40,228.254241943359,9.73369121551514,130.605865478516,5278.04931640625,南
遺跡,お浪沢Ｂ遺跡,20,44.7213592529297,15.381386756897,32.6630668640137,5184.2470703125,北
遺跡,ばんの沢遺跡,30,296.816436767578,3.03599739074707,91.0834045410156,5272.0478515625,西
遺跡,ほど長根A遺跡,20,134.164077758789,7.46994352340698,82.6571731567383,5269.01953125,北
遺跡,ほど長根B遺跡,20,89.4427185058594,8.57598495483398,36.9516830444336,5068.86865234375,北
遺跡,ワラビ岱Ｂ遺跡,40,224.722045898438,10.2031164169312,28.4926891326904,5091.00830078125,南
遺跡,ワラビ岱遺跡,30,136.014709472656,1.54719865322113,24.5943508148193,5185.50048828125,西
遺跡,愛宕山遺跡,20,382.753173828125,4.25584554672241,29.7501201629639,5241.06689453125,北
遺跡,安在平遺跡,40,219.317138671875,7.36392402648926,24.6209526062012,5258.00048828125,南
遺跡,河北中グランド遺跡,30,192.093734741211,3.16738200187683,31.6816520690918,5261.91162109375,西
遺跡,瓦場遺跡,40,278.926513671875,2.1503586769104,8.09415149688721,5254.45263671875,南
遺跡,宮の沢遺跡,30,14.1421356201172,22.5152702331543,16.8136196136475,4778.53076171875,西
遺跡,宮越遺跡,20,140,14.2349061965942,31.5641345977783,5265.35888671875,北
遺跡,桂岡Ｂ遺跡,40,254.950988769531,10.8109474182129,27.8656177520752,5219.48193359375,南
遺跡,桂岡遺跡,40,378.549865722656,5.03848791122437,32.1947555541992,5241.46044921875,南
遺跡,原歌遺跡,10,22.3606796264648,5.3869104385376,35.3607368469238,5260.70556640625,東
遺跡,向浜A遺跡,20,191.049728393555,0.369412004947662,5.18836975097656,5253.7197265625,北
遺跡,四十九里沢Ａ遺跡,20,84.8528137207031,11.3193578720093,35.044677734375,5088.822265625,北
遺跡,四十九里沢Ｂ遺跡,10,152.643371582031,30.6421356201172,54.8179931640625,4776.99951171875,東
遺跡,市街地後方A遺跡,20,106.301460266113,28.0165424346924,36.7895050048828,5239.505859375,北
遺跡,市街地後方B遺跡,20,72.1110229492188,26.0727958679199,37.3291091918945,4931.85302734375,北
遺跡,洲崎A遺跡,20,174.642486572266,1.204474568367,5.96806621551514,5254.8251953125,北
遺跡,洲崎B遺跡,30,277.308471679688,1.56874096393585,1.19199299812317,5252.74169921875,西
遺跡,洲崎C遺跡,10,434.165893554688,14.5555267333984,13.2208290100098,5179.888671875,東
遺跡,住川遺跡,40,152.643371582031,16.7743434906006,45.3807106018066,5094.4140625,南
遺跡,十兵衛沢Ｂ遺跡,40,259.615112304688,2.2200391292572,65.8584594726562,5268.107421875,南
遺跡,十兵衛沢Ｃ遺跡,20,296.141845703125,10.0537137985229,60.3142166137695,5246.72314453125,北
遺跡,十兵衛沢Ｄ遺跡,40,388.973022460938,3.25088787078857,8.89094066619873,5237.1171875,南
遺跡,十兵衛沢遺跡,40,234.093994140625,3.6357889175415,71.8195724487305,5268.75,南
遺跡,勝山館遺跡,10,78.1025009155273,5.97237205505371,98.7851867675781,5251.3359375,東
遺跡,小森遺跡,20,233.238067626953,4.03073883056641,60.8495750427246,5268.419921875,北
遺跡,小岱遺跡,10,350,6.24038171768188,45.9240989685059,5242.14990234375,東
遺跡,上ノ国遺跡,20,0,4.57541990280151,3.11903166770935,5233.08740234375,北
遺跡,上ノ国漁港遺跡,10,187.882934570312,6.61382961273193,3.23001432418823,5083.07421875,東
遺跡,上ノ国市街地遺跡,10,107.70329284668,0.970950961112976,2.73340582847595,5233.134765625,東
遺跡,上之国花沢館跡,10,94.3398132324219,30.8486461639404,24.4411125183105,4950.7685546875,東
遺跡,上之国洲崎館跡,20,262.488098144531,2.99438881874084,10.8076095581055,5255.7109375,北
遺跡,上之国勝山館跡,10,155.563491821289,16.6518516540527,91.1581115722656,5099.04736328125,東
遺跡,新村１遺跡,20,460.4345703125,1.47490429878235,11.2253952026367,5255.29931640625,北
遺跡,新村2遺跡,30,446.878051757812,1.47309958934784,13.0123767852783,5255.78662109375,西
遺跡,新村3遺跡,30,446.542297363281,2.26240396499634,11.7199573516846,5255.6142578125,西
遺跡,新村4遺跡,30,480.832580566406,3.53821492195129,10.1649560928345,5255.263671875,西
遺跡,水車小屋遺跡,40,370,2.22824096679688,9.27009201049805,5255.26513671875,南
遺跡,石山遺跡,20,427.2001953125,4.22866296768188,24.0272159576416,5238.7236328125,北
遺跡,赤石遺跡,20,728.971862792969,4.40855693817139,30.6401920318604,5259.85400390625,北
遺跡,早瀬遺跡,30,214.709106445312,10.3615283966064,30.9584197998047,5242.54931640625,西
遺跡,大安在Ｂ遺跡,30,114.017547607422,2.21014451980591,4.81204748153687,5258.7138671875,西
遺跡,大安在遺跡,30,78.1025009155273,15.2031240463257,35.7237892150879,5188.78271484375,西
遺跡,大澗遺跡,20,356.08984375,7.78004884719849,30.6160144805908,5259.94873046875,北
遺跡,大澗下遺跡,20,76.1577301025391,17.6254920959473,9.16716384887695,5083.85595703125,北
遺跡,大崎Ａ遺跡,30,390,10.8655395507812,65.9403839111328,5246.25341796875,西
遺跡,大崎Ｂ遺跡,30,920,3.59090852737427,32.9620513916016,5260.62548828125,西
遺跡,大崎C遺跡,40,936.482788085938,7.811767578125,25.8018035888672,5259.43701171875,南
遺跡,大岱Ｂ遺跡,10,120.415946960449,14.8170623779297,21.2958507537842,5182.4599609375,東
遺跡,大岱遺跡,30,183.847778320312,8.2516393661499,11.73801612854,5215.02978515625,西
